"site","parameter","datetime","date","year","month","day","hour","aqi","aqi_categ","unit","duration","qc_name"
"Hanoi","PM2.5 - Principal",2017-11-01 17:00:00,2017-11-01,2017,11,1,17,153,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-01 18:00:00,2017-11-01,2017,11,1,18,155,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-01 19:00:00,2017-11-01,2017,11,1,19,158,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-01 20:00:00,2017-11-01,2017,11,1,20,165,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-01 21:00:00,2017-11-01,2017,11,1,21,181,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-01 22:00:00,2017-11-01,2017,11,1,22,186,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-01 23:00:00,2017-11-01,2017,11,1,23,183,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-02 00:00:00,2017-11-02,2017,11,2,0,183,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-02 01:00:00,2017-11-02,2017,11,2,1,193,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-02 02:00:00,2017-11-02,2017,11,2,2,197,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-02 03:00:00,2017-11-02,2017,11,2,3,207,"Very Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-02 04:00:00,2017-11-02,2017,11,2,4,265,"Very Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-02 05:00:00,2017-11-02,2017,11,2,5,272,"Very Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-02 06:00:00,2017-11-02,2017,11,2,6,253,"Very Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-02 07:00:00,2017-11-02,2017,11,2,7,224,"Very Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-02 08:00:00,2017-11-02,2017,11,2,8,194,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-02 09:00:00,2017-11-02,2017,11,2,9,188,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-02 10:00:00,2017-11-02,2017,11,2,10,185,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-02 11:00:00,2017-11-02,2017,11,2,11,182,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-02 12:00:00,2017-11-02,2017,11,2,12,178,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-02 13:00:00,2017-11-02,2017,11,2,13,172,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-02 14:00:00,2017-11-02,2017,11,2,14,168,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-02 15:00:00,2017-11-02,2017,11,2,15,163,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-02 16:00:00,2017-11-02,2017,11,2,16,158,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-02 17:00:00,2017-11-02,2017,11,2,17,155,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-02 18:00:00,2017-11-02,2017,11,2,18,154,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-02 19:00:00,2017-11-02,2017,11,2,19,156,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-02 20:00:00,2017-11-02,2017,11,2,20,162,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-02 21:00:00,2017-11-02,2017,11,2,21,170,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-02 22:00:00,2017-11-02,2017,11,2,22,175,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-02 23:00:00,2017-11-02,2017,11,2,23,178,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-03 00:00:00,2017-11-03,2017,11,3,0,184,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-03 01:00:00,2017-11-03,2017,11,3,1,188,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-03 02:00:00,2017-11-03,2017,11,3,2,186,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-03 03:00:00,2017-11-03,2017,11,3,3,186,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-03 04:00:00,2017-11-03,2017,11,3,4,183,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-03 05:00:00,2017-11-03,2017,11,3,5,182,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-03 06:00:00,2017-11-03,2017,11,3,6,180,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-03 07:00:00,2017-11-03,2017,11,3,7,178,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-03 08:00:00,2017-11-03,2017,11,3,8,176,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-03 09:00:00,2017-11-03,2017,11,3,9,173,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-03 10:00:00,2017-11-03,2017,11,3,10,168,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-03 11:00:00,2017-11-03,2017,11,3,11,159,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-03 12:00:00,2017-11-03,2017,11,3,12,153,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-03 13:00:00,2017-11-03,2017,11,3,13,152,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-03 14:00:00,2017-11-03,2017,11,3,14,144,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-03 15:00:00,2017-11-03,2017,11,3,15,133,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-03 16:00:00,2017-11-03,2017,11,3,16,129,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-03 17:00:00,2017-11-03,2017,11,3,17,127,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-03 18:00:00,2017-11-03,2017,11,3,18,137,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-03 19:00:00,2017-11-03,2017,11,3,19,153,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-03 20:00:00,2017-11-03,2017,11,3,20,157,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-03 21:00:00,2017-11-03,2017,11,3,21,165,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-03 22:00:00,2017-11-03,2017,11,3,22,169,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-03 23:00:00,2017-11-03,2017,11,3,23,171,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-04 00:00:00,2017-11-04,2017,11,4,0,167,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-04 01:00:00,2017-11-04,2017,11,4,1,157,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-04 02:00:00,2017-11-04,2017,11,4,2,152,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-04 03:00:00,2017-11-04,2017,11,4,3,158,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-04 04:00:00,2017-11-04,2017,11,4,4,161,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-04 05:00:00,2017-11-04,2017,11,4,5,159,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-04 06:00:00,2017-11-04,2017,11,4,6,156,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-04 07:00:00,2017-11-04,2017,11,4,7,152,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-04 08:00:00,2017-11-04,2017,11,4,8,144,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-04 09:00:00,2017-11-04,2017,11,4,9,134,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-04 10:00:00,2017-11-04,2017,11,4,10,126,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-04 11:00:00,2017-11-04,2017,11,4,11,114,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-04 12:00:00,2017-11-04,2017,11,4,12,111,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-04 13:00:00,2017-11-04,2017,11,4,13,105,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-04 14:00:00,2017-11-04,2017,11,4,14,102,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-04 15:00:00,2017-11-04,2017,11,4,15,104,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-04 16:00:00,2017-11-04,2017,11,4,16,109,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-04 17:00:00,2017-11-04,2017,11,4,17,118,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-04 18:00:00,2017-11-04,2017,11,4,18,134,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-04 19:00:00,2017-11-04,2017,11,4,19,137,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-04 20:00:00,2017-11-04,2017,11,4,20,151,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-04 21:00:00,2017-11-04,2017,11,4,21,153,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-04 22:00:00,2017-11-04,2017,11,4,22,155,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-04 23:00:00,2017-11-04,2017,11,4,23,158,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-05 00:00:00,2017-11-05,2017,11,5,0,159,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-05 01:00:00,2017-11-05,2017,11,5,1,164,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-05 02:00:00,2017-11-05,2017,11,5,2,170,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-05 03:00:00,2017-11-05,2017,11,5,3,172,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-05 04:00:00,2017-11-05,2017,11,5,4,173,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-05 05:00:00,2017-11-05,2017,11,5,5,168,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-05 06:00:00,2017-11-05,2017,11,5,6,170,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-05 07:00:00,2017-11-05,2017,11,5,7,174,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-05 08:00:00,2017-11-05,2017,11,5,8,173,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-05 09:00:00,2017-11-05,2017,11,5,9,171,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-05 10:00:00,2017-11-05,2017,11,5,10,169,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-05 11:00:00,2017-11-05,2017,11,5,11,163,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-05 12:00:00,2017-11-05,2017,11,5,12,155,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-05 13:00:00,2017-11-05,2017,11,5,13,152,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-05 14:00:00,2017-11-05,2017,11,5,14,152,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-05 15:00:00,2017-11-05,2017,11,5,15,145,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-05 16:00:00,2017-11-05,2017,11,5,16,149,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-05 17:00:00,2017-11-05,2017,11,5,17,151,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-05 18:00:00,2017-11-05,2017,11,5,18,153,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-05 19:00:00,2017-11-05,2017,11,5,19,156,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-05 20:00:00,2017-11-05,2017,11,5,20,159,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-05 21:00:00,2017-11-05,2017,11,5,21,158,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-05 22:00:00,2017-11-05,2017,11,5,22,161,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-05 23:00:00,2017-11-05,2017,11,5,23,161,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-06 00:00:00,2017-11-06,2017,11,6,0,161,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-06 01:00:00,2017-11-06,2017,11,6,1,161,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-06 02:00:00,2017-11-06,2017,11,6,2,167,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-06 03:00:00,2017-11-06,2017,11,6,3,169,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-06 04:00:00,2017-11-06,2017,11,6,4,168,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-06 05:00:00,2017-11-06,2017,11,6,5,165,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-06 06:00:00,2017-11-06,2017,11,6,6,164,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-06 07:00:00,2017-11-06,2017,11,6,7,160,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-06 08:00:00,2017-11-06,2017,11,6,8,156,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-06 09:00:00,2017-11-06,2017,11,6,9,159,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-06 10:00:00,2017-11-06,2017,11,6,10,160,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-06 11:00:00,2017-11-06,2017,11,6,11,158,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-06 12:00:00,2017-11-06,2017,11,6,12,158,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-06 13:00:00,2017-11-06,2017,11,6,13,159,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-06 14:00:00,2017-11-06,2017,11,6,14,158,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-06 15:00:00,2017-11-06,2017,11,6,15,157,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-06 16:00:00,2017-11-06,2017,11,6,16,161,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-06 17:00:00,2017-11-06,2017,11,6,17,166,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-06 18:00:00,2017-11-06,2017,11,6,18,168,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-06 19:00:00,2017-11-06,2017,11,6,19,168,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-06 20:00:00,2017-11-06,2017,11,6,20,168,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-06 21:00:00,2017-11-06,2017,11,6,21,169,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-06 22:00:00,2017-11-06,2017,11,6,22,169,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-06 23:00:00,2017-11-06,2017,11,6,23,170,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-07 00:00:00,2017-11-07,2017,11,7,0,171,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-07 01:00:00,2017-11-07,2017,11,7,1,171,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-07 02:00:00,2017-11-07,2017,11,7,2,171,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-07 03:00:00,2017-11-07,2017,11,7,3,171,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-07 04:00:00,2017-11-07,2017,11,7,4,171,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-07 05:00:00,2017-11-07,2017,11,7,5,171,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-07 06:00:00,2017-11-07,2017,11,7,6,170,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-07 07:00:00,2017-11-07,2017,11,7,7,171,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-07 08:00:00,2017-11-07,2017,11,7,8,171,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-07 09:00:00,2017-11-07,2017,11,7,9,170,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-07 10:00:00,2017-11-07,2017,11,7,10,166,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-07 11:00:00,2017-11-07,2017,11,7,11,158,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-07 12:00:00,2017-11-07,2017,11,7,12,153,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-07 13:00:00,2017-11-07,2017,11,7,13,145,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-07 14:00:00,2017-11-07,2017,11,7,14,127,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-07 15:00:00,2017-11-07,2017,11,7,15,123,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-07 16:00:00,2017-11-07,2017,11,7,16,104,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-07 17:00:00,2017-11-07,2017,11,7,17,96,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-07 18:00:00,2017-11-07,2017,11,7,18,90,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-07 19:00:00,2017-11-07,2017,11,7,19,94,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-07 20:00:00,2017-11-07,2017,11,7,20,89,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-07 21:00:00,2017-11-07,2017,11,7,21,81,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-07 22:00:00,2017-11-07,2017,11,7,22,93,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-07 23:00:00,2017-11-07,2017,11,7,23,81,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-08 00:00:00,2017-11-08,2017,11,8,0,89,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-08 01:00:00,2017-11-08,2017,11,8,1,96,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-08 02:00:00,2017-11-08,2017,11,8,2,96,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-08 03:00:00,2017-11-08,2017,11,8,3,97,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-08 04:00:00,2017-11-08,2017,11,8,4,99,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-08 05:00:00,2017-11-08,2017,11,8,5,116,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-08 06:00:00,2017-11-08,2017,11,8,6,133,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-08 07:00:00,2017-11-08,2017,11,8,7,137,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-08 08:00:00,2017-11-08,2017,11,8,8,152,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-08 09:00:00,2017-11-08,2017,11,8,9,157,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-08 13:00:00,2017-11-08,2017,11,8,13,NA,NA,"UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-08 14:00:00,2017-11-08,2017,11,8,14,88,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-08 15:00:00,2017-11-08,2017,11,8,15,73,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-08 16:00:00,2017-11-08,2017,11,8,16,74,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-08 17:00:00,2017-11-08,2017,11,8,17,87,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-08 18:00:00,2017-11-08,2017,11,8,18,99,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-08 19:00:00,2017-11-08,2017,11,8,19,112,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-08 20:00:00,2017-11-08,2017,11,8,20,117,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-08 21:00:00,2017-11-08,2017,11,8,21,153,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-08 22:00:00,2017-11-08,2017,11,8,22,155,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-08 23:00:00,2017-11-08,2017,11,8,23,156,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-09 00:00:00,2017-11-09,2017,11,9,0,154,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-09 01:00:00,2017-11-09,2017,11,9,1,152,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-09 02:00:00,2017-11-09,2017,11,9,2,152,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-09 03:00:00,2017-11-09,2017,11,9,3,125,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-09 04:00:00,2017-11-09,2017,11,9,4,107,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-09 05:00:00,2017-11-09,2017,11,9,5,104,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-09 06:00:00,2017-11-09,2017,11,9,6,133,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-09 07:00:00,2017-11-09,2017,11,9,7,148,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-09 08:00:00,2017-11-09,2017,11,9,8,144,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-09 09:00:00,2017-11-09,2017,11,9,9,118,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-09 10:00:00,2017-11-09,2017,11,9,10,105,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2017-11-09 11:00:00,2017-11-09,2017,11,9,11,88,"Moderate","UG/M3","1 Hr","Valid"
